test_id,icmp,time
50dbm,0,0.8445520401000977
50dbm,1,0.8450603485107422
50dbm,2,0.8440001010894775
50dbm,3,0.8448708057403564
50dbm,4,0.844975471496582
50dbm,5,0.84429931640625
50dbm,6,0.8449244499206543
50dbm,7,0.8445785045623779
50dbm,8,0.8449525833129883
50dbm,9,0.8455445766448975
50dbm,10,0.8457667827606201
50dbm,11,0.8454866409301758
50dbm,12,0.8457610607147217
