test_id,icmp,time
40dbm,0,0.8439509868621826
40dbm,1,0.8447394371032715
40dbm,2,0.8443677425384521
40dbm,3,0.8444056510925293
40dbm,4,0.8447725772857666
40dbm,5,0.8449583053588867
40dbm,6,0.8451652526855469
40dbm,7,0.8450403213500977
40dbm,8,0.8446974754333496
40dbm,9,0.8440065383911133
40dbm,10,0.8453996181488037
40dbm,11,0.8454666137695312
40dbm,12,0.8455612659454346
40dbm,13,0.8454403877258301
