test_id,icmp,time
10dbm,0,0.8441534042358398
10dbm,1,0.8439226150512695
10dbm,2,0.844996452331543
10dbm,3,0.8448359966278076
10dbm,4,0.8437163829803467
10dbm,5,0.8445844650268555
10dbm,6,0.8441781997680664
10dbm,7,0.844163179397583
10dbm,8,0.8452012538909912
10dbm,9,0.8441076278686523
10dbm,10,0.8447160720825195
10dbm,11,0.8448059558868408
10dbm,12,0.8455708026885986
10dbm,13,0.845123291015625
