test_id,icmp,time
80dbm,0,0.8441112041473389
80dbm,1,0.8454406261444092
80dbm,2,0.8453512191772461
80dbm,3,0.8448758125305176
80dbm,4,0.8446340560913086
80dbm,5,0.8445358276367188
80dbm,6,0.8441066741943359
80dbm,7,0.8454022407531738
80dbm,8,0.8446536064147949
80dbm,9,0.8447551727294922
80dbm,10,0.8451673984527588
80dbm,11,0.845130205154419
80dbm,12,0.8453106880187988
80dbm,13,0.8462908267974854
