test_id,icmp,time
120dbm,0,0.8446660041809082
120dbm,1,0.8451647758483887
120dbm,2,0.8447556495666504
120dbm,3,0.8439345359802246
120dbm,4,0.8446955680847168
120dbm,5,0.8444652557373047
120dbm,6,0.8451883792877197
120dbm,7,0.8452486991882324
120dbm,8,0.8440806865692139
120dbm,9,0.8447422981262207
120dbm,10,0.8454113006591797
120dbm,11,0.8454532623291016
120dbm,12,0.844689130783081
