test_id,icmp,time
no-atenuation,0,0.8436858654022217
no-atenuation,1,0.8446424007415771
no-atenuation,2,0.8448894023895264
no-atenuation,3,0.8452191352844238
no-atenuation,4,0.8441283702850342
no-atenuation,5,0.8452680110931396
no-atenuation,6,0.8453371524810791
no-atenuation,7,0.8450160026550293
no-atenuation,8,0.8450098037719727
no-atenuation,9,0.8453657627105713
no-atenuation,10,0.8456616401672363
no-atenuation,11,0.8454387187957764
no-atenuation,12,0.8459124565124512
