test_id,icmp,time
110dbm,0,0.8441553115844727
110dbm,1,0.8438403606414795
110dbm,2,0.8455653190612793
110dbm,3,0.844660758972168
110dbm,4,0.8443646430969238
110dbm,5,0.8444728851318359
110dbm,6,0.8445999622344971
110dbm,7,0.8440370559692383
110dbm,8,0.843846321105957
110dbm,9,0.8453629016876221
110dbm,10,0.8447041511535645
110dbm,11,0.8453197479248047
110dbm,12,0.8454070091247559
110dbm,13,0.8460381031036377
