test_id,icmp,time
5dbm,0,0.8447539806365967
5dbm,1,0.8440554141998291
5dbm,2,0.8447134494781494
5dbm,3,0.8446245193481445
5dbm,4,0.8452560901641846
5dbm,5,0.8451137542724609
5dbm,6,0.8438386917114258
5dbm,7,0.8453102111816406
5dbm,8,0.8449430465698242
5dbm,9,0.8454568386077881
5dbm,10,0.8454923629760742
5dbm,11,0.8447372913360596
5dbm,12,0.8459088802337646
5dbm,13,0.8448629379272461
